Year,Region,Country,Country Code,Religion,Subreligion,Followers
2005,Europe,Luxembourg,LUX,Christianity,Protestant,8200
2010,Europe,Luxembourg,LUX,Christianity,Protestant,8500
1945,Europe,France,FRN,Christianity,Protestant,788877
1950,Europe,France,FRN,Christianity,Protestant,834720
1955,Europe,France,FRN,Christianity,Protestant,879880
1960,Europe,France,FRN,Christianity,Protestant,925040
1965,Europe,France,FRN,Christianity,Protestant,970200
1970,Europe,France,FRN,Christianity,Protestant,1015360
1975,Europe,France,FRN,Christianity,Protestant,1125180
1980,Europe,France,FRN,Christianity,Protestant,1235000
1985,Europe,France,FRN,Christianity,Protestant,1105730
1990,Europe,France,FRN,Christianity,Protestant,1134255
1995,Europe,France,FRN,Christianity,Protestant,1162780
2000,Europe,France,FRN,Christianity,Protestant,1150000
2005,Europe,France,FRN,Christianity,Protestant,1219920
2010,Europe,France,FRN,Christianity,Protestant,1254451
1995,Europe,Monaco,MNC,Christianity,Protestant,700
2000,Europe,Monaco,MNC,Christianity,Protestant,2306
2005,Europe,Monaco,MNC,Christianity,Protestant,1621
2010,Europe,Monaco,MNC,Christianity,Protestant,936
1990,Europe,Liechtenstein,LIE,Christianity,Protestant,2140
1995,Europe,Liechtenstein,LIE,Christianity,Protestant,2555
2000,Europe,Liechtenstein,LIE,Christianity,Protestant,2760
2005,Europe,Liechtenstein,LIE,Christianity,Protestant,2911
2010,Europe,Liechtenstein,LIE,Christianity,Protestant,3062
1945,Europe,Switzerland,SWZ,Christianity,Protestant,2267320
1950,Europe,Switzerland,SWZ,Christianity,Protestant,2510780
1955,Europe,Switzerland,SWZ,Christianity,Protestant,2700240
1960,Europe,Switzerland,SWZ,Christianity,Protestant,2801100
1965,Europe,Switzerland,SWZ,Christianity,Protestant,2841960
1970,Europe,Switzerland,SWZ,Christianity,Protestant,2882820
1975,Europe,Switzerland,SWZ,Christianity,Protestant,3092000
1980,Europe,Switzerland,SWZ,Christianity,Protestant,2865700
1985,Europe,Switzerland,SWZ,Christianity,Protestant,2831850
1990,Europe,Switzerland,SWZ,Christianity,Protestant,2798000
1995,Europe,Switzerland,SWZ,Christianity,Protestant,2683550
2000,Europe,Switzerland,SWZ,Christianity,Protestant,2569100
2005,Europe,Switzerland,SWZ,Christianity,Protestant,2665503
2010,Europe,Switzerland,SWZ,Christianity,Protestant,2193742
1945,Europe,Spain,SPN,Christianity,Protestant,26000
1950,Europe,Spain,SPN,Christianity,Protestant,29970
1955,Europe,Spain,SPN,Christianity,Protestant,20000
1960,Europe,Spain,SPN,Christianity,Protestant,20000
1965,Europe,Spain,SPN,Christianity,Protestant,0
1970,Europe,Spain,SPN,Christianity,Protestant,0
1975,Europe,Spain,SPN,Christianity,Protestant,0
1980,Europe,Spain,SPN,Christianity,Protestant,0
1985,Europe,Spain,SPN,Christianity,Protestant,0
1990,Europe,Spain,SPN,Christianity,Protestant,0
1995,Europe,Spain,SPN,Christianity,Protestant,0
2000,Europe,Spain,SPN,Christianity,Protestant,800000
2005,Europe,Spain,SPN,Christianity,Protestant,780000
2010,Europe,Spain,SPN,Christianity,Protestant,1200000
1995,Europe,Andorra,AND,Christianity,Protestant,680
2000,Europe,Andorra,AND,Christianity,Protestant,0
2005,Europe,Andorra,AND,Christianity,Protestant,0
2010,Europe,Andorra,AND,Christianity,Protestant,300
1945,Europe,Portugal,POR,Christianity,Protestant,19873
1950,Europe,Portugal,POR,Christianity,Protestant,29922
1955,Europe,Portugal,POR,Christianity,Protestant,40052
1960,Europe,Portugal,POR,Christianity,Protestant,60181
1965,Europe,Portugal,POR,Christianity,Protestant,75311
1970,Europe,Portugal,POR,Christianity,Protestant,90440
1975,Europe,Portugal,POR,Christianity,Protestant,61550
1980,Europe,Portugal,POR,Christianity,Protestant,32660
1985,Europe,Portugal,POR,Christianity,Protestant,54827
1990,Europe,Portugal,POR,Christianity,Protestant,76993
1995,Europe,Portugal,POR,Christianity,Protestant,99160
2000,Europe,Portugal,POR,Christianity,Protestant,395000
2005,Europe,Portugal,POR,Christianity,Protestant,240070
2010,Europe,Portugal,POR,Christianity,Protestant,85140
1945,Europe,Germany,GMY,Christianity,Protestant,43951530
1990,Europe,Germany,GMY,Christianity,Protestant,31840000
1995,Europe,Germany,GMY,Christianity,Protestant,28786300
2000,Europe,Germany,GMY,Christianity,Protestant,27000000
2005,Europe,Germany,GMY,Christianity,Protestant,26605000
2010,Europe,Germany,GMY,Christianity,Protestant,25300000
1955,Europe,German Federal Republic,GFR,Christianity,Protestant,26758004
1960,Europe,German Federal Republic,GFR,Christianity,Protestant,28021153
1965,Europe,German Federal Republic,GFR,Christianity,Protestant,29035506
1970,Europe,German Federal Republic,GFR,Christianity,Protestant,29749860
1975,Europe,German Federal Republic,GFR,Christianity,Protestant,29686560
1980,Europe,German Federal Republic,GFR,Christianity,Protestant,28922860
1985,Europe,German Federal Republic,GFR,Christianity,Protestant,28459000
1990,Europe,German Federal Republic,GFR,Christianity,Protestant,28960000
1955,Europe,German Democratic Republic,GDR,Christianity,Protestant,13221145
1960,Europe,German Democratic Republic,GDR,Christianity,Protestant,12351038
1965,Europe,German Democratic Republic,GDR,Christianity,Protestant,11480931
1970,Europe,German Democratic Republic,GDR,Christianity,Protestant,10610824
1975,Europe,German Democratic Republic,GDR,Christianity,Protestant,9840717
1980,Europe,German Democratic Republic,GDR,Christianity,Protestant,9590300
1985,Europe,German Democratic Republic,GDR,Christianity,Protestant,8849410
1945,Europe,Poland,POL,Christianity,Protestant,232958
1950,Europe,Poland,POL,Christianity,Protestant,242592
1955,Europe,Poland,POL,Christianity,Protestant,263996
1960,Europe,Poland,POL,Christianity,Protestant,280000
1965,Europe,Poland,POL,Christianity,Protestant,210000
1970,Europe,Poland,POL,Christianity,Protestant,215388
1975,Europe,Poland,POL,Christianity,Protestant,240775
1980,Europe,Poland,POL,Christianity,Protestant,256163
1985,Europe,Poland,POL,Christianity,Protestant,311550
1990,Europe,Poland,POL,Christianity,Protestant,336938
1995,Europe,Poland,POL,Christianity,Protestant,362325
2000,Europe,Poland,POL,Christianity,Protestant,116295
2005,Europe,Poland,POL,Christianity,Protestant,158000
2010,Europe,Poland,POL,Christianity,Protestant,145600
1955,Europe,Austria,AUS,Christianity,Protestant,432246
1960,Europe,Austria,AUS,Christianity,Protestant,437000
1965,Europe,Austria,AUS,Christianity,Protestant,436260
1970,Europe,Austria,AUS,Christianity,Protestant,454740
1975,Europe,Austria,AUS,Christianity,Protestant,455160
1980,Europe,Austria,AUS,Christianity,Protestant,423162
1985,Europe,Austria,AUS,Christianity,Protestant,423000
1990,Europe,Austria,AUS,Christianity,Protestant,385378
1995,Europe,Austria,AUS,Christianity,Protestant,425275
2000,Europe,Austria,AUS,Christianity,Protestant,384488
2005,Europe,Austria,AUS,Christianity,Protestant,443937
2010,Europe,Austria,AUS,Christianity,Protestant,503386
1945,Europe,Hungary,HUN,Christianity,Protestant,2346240
1950,Europe,Hungary,HUN,Christianity,Protestant,2428660
1955,Europe,Hungary,HUN,Christianity,Protestant,2474500
1960,Europe,Hungary,HUN,Christianity,Protestant,2486934
1965,Europe,Hungary,HUN,Christianity,Protestant,2489369
1970,Europe,Hungary,HUN,Christianity,Protestant,2491803
1975,Europe,Hungary,HUN,Christianity,Protestant,2424202
1980,Europe,Hungary,HUN,Christianity,Protestant,2356601
1985,Europe,Hungary,HUN,Christianity,Protestant,2289000
1990,Europe,Hungary,HUN,Christianity,Protestant,2187859
1995,Europe,Hungary,HUN,Christianity,Protestant,2086717
2000,Europe,Hungary,HUN,Christianity,Protestant,1953973
2005,Europe,Hungary,HUN,Christianity,Protestant,1876771
2010,Europe,Hungary,HUN,Christianity,Protestant,1799569
1945,Europe,Czechoslovakia,CZE,Christianity,Protestant,1200000
1950,Europe,Czechoslovakia,CZE,Christianity,Protestant,1047440
1955,Europe,Czechoslovakia,CZE,Christianity,Protestant,1095560
1960,Europe,Czechoslovakia,CZE,Christianity,Protestant,1200000
1965,Europe,Czechoslovakia,CZE,Christianity,Protestant,1245030
1970,Europe,Czechoslovakia,CZE,Christianity,Protestant,1270060
1975,Europe,Czechoslovakia,CZE,Christianity,Protestant,1418380
1980,Europe,Czechoslovakia,CZE,Christianity,Protestant,1546700
1985,Europe,Czechoslovakia,CZE,Christianity,Protestant,1082000
1990,Europe,Czechoslovakia,CZE,Christianity,Protestant,690000
1995,Europe,Czech Republic,CZR,Christianity,Protestant,286500
2000,Europe,Czech Republic,CZR,Christianity,Protestant,318569
2005,Europe,Czech Republic,CZR,Christianity,Protestant,246712
2010,Europe,Czech Republic,CZR,Christianity,Protestant,174855
1995,Europe,Slovakia,SLO,Christianity,Protestant,440819
2000,Europe,Slovakia,SLO,Christianity,Protestant,535460
2005,Europe,Slovakia,SLO,Christianity,Protestant,504249
2010,Europe,Slovakia,SLO,Christianity,Protestant,473787
1945,Europe,Italy,ITA,Christianity,Protestant,0
1950,Europe,Italy,ITA,Christianity,Protestant,0
1955,Europe,Italy,ITA,Christianity,Protestant,0
1960,Europe,Italy,ITA,Christianity,Protestant,100000
1965,Europe,Italy,ITA,Christianity,Protestant,90000
1970,Europe,Italy,ITA,Christianity,Protestant,80000
1975,Europe,Italy,ITA,Christianity,Protestant,70000
1980,Europe,Italy,ITA,Christianity,Protestant,70000
1985,Europe,Italy,ITA,Christianity,Protestant,50000
1990,Europe,Italy,ITA,Christianity,Protestant,0
1995,Europe,Italy,ITA,Christianity,Protestant,0
2000,Europe,Italy,ITA,Christianity,Protestant,252535
2005,Europe,Italy,ITA,Christianity,Protestant,358000
2010,Europe,Italy,ITA,Christianity,Protestant,0
1995,Europe,San Marino,SNM,Christianity,Protestant,0
2000,Europe,San Marino,SNM,Christianity,Protestant,0
2005,Europe,San Marino,SNM,Christianity,Protestant,0
2010,Europe,San Marino,SNM,Christianity,Protestant,0
1965,Europe,Malta,MLT,Christianity,Protestant,130
1970,Europe,Malta,MLT,Christianity,Protestant,209
1975,Europe,Malta,MLT,Christianity,Protestant,334
1980,Europe,Malta,MLT,Christianity,Protestant,460
1985,Europe,Malta,MLT,Christianity,Protestant,555
1990,Europe,Malta,MLT,Christianity,Protestant,650
1995,Europe,Malta,MLT,Christianity,Protestant,760
2000,Europe,Malta,MLT,Christianity,Protestant,1469
2005,Europe,Malta,MLT,Christianity,Protestant,994
2010,Europe,Malta,MLT,Christianity,Protestant,4129
1945,Europe,Albania,ALB,Christianity,Protestant,0
1950,Europe,Albania,ALB,Christianity,Protestant,0
1955,Europe,Albania,ALB,Christianity,Protestant,0
1960,Europe,Albania,ALB,Christianity,Protestant,0
1965,Europe,Albania,ALB,Christianity,Protestant,0
1970,Europe,Albania,ALB,Christianity,Protestant,530
1975,Europe,Albania,ALB,Christianity,Protestant,810
1980,Europe,Albania,ALB,Christianity,Protestant,1100
1985,Europe,Albania,ALB,Christianity,Protestant,3050
1990,Europe,Albania,ALB,Christianity,Protestant,5000
1995,Europe,Albania,ALB,Christianity,Protestant,5037
2000,Europe,Albania,ALB,Christianity,Protestant,0
2005,Europe,Albania,ALB,Christianity,Protestant,0
2010,Europe,Albania,ALB,Christianity,Protestant,0
2010,Europe,Montenegro,MNG,Christianity,Protestant,1200
1995,Europe,Macedonia,MAC,Christianity,Protestant,1215
2000,Europe,Macedonia,MAC,Christianity,Protestant,520
2005,Europe,Macedonia,MAC,Christianity,Protestant,2884
2010,Europe,Macedonia,MAC,Christianity,Protestant,5248
1995,Europe,Croatia,CRO,Christianity,Protestant,27233
2000,Europe,Croatia,CRO,Christianity,Protestant,11918
2005,Europe,Croatia,CRO,Christianity,Protestant,13523
2010,Europe,Croatia,CRO,Christianity,Protestant,15129
1945,Europe,Yugoslavia,YUG,Christianity,Protestant,138922
1950,Europe,Yugoslavia,YUG,Christianity,Protestant,148000
1955,Europe,Yugoslavia,YUG,Christianity,Protestant,157671
1960,Europe,Yugoslavia,YUG,Christianity,Protestant,180000
1965,Europe,Yugoslavia,YUG,Christianity,Protestant,285561
1970,Europe,Yugoslavia,YUG,Christianity,Protestant,391123
1975,Europe,Yugoslavia,YUG,Christianity,Protestant,310061
1980,Europe,Yugoslavia,YUG,Christianity,Protestant,229000
1985,Europe,Yugoslavia,YUG,Christianity,Protestant,232330
1990,Europe,Yugoslavia,YUG,Christianity,Protestant,235660
1995,Europe,Yugoslavia,YUG,Christianity,Protestant,185470
2000,Europe,Yugoslavia,YUG,Christianity,Protestant,111602
2005,Europe,Yugoslavia,YUG,Christianity,Protestant,81603
2010,Europe,Yugoslavia,YUG,Christianity,Protestant,72336
1995,Europe,Bosnia and Herzegovina,BOS,Christianity,Protestant,179360
2000,Europe,Bosnia and Herzegovina,BOS,Christianity,Protestant,158880
2005,Europe,Bosnia and Herzegovina,BOS,Christianity,Protestant,98558
2010,Europe,Bosnia and Herzegovina,BOS,Christianity,Protestant,38237
2010,Europe,Kosovo,KOS,Christianity,Protestant,0
1995,Europe,Slovenia,SLV,Christianity,Protestant,19711
2000,Europe,Slovenia,SLV,Christianity,Protestant,16315
2005,Europe,Slovenia,SLV,Christianity,Protestant,18426
2010,Europe,Slovenia,SLV,Christianity,Protestant,20537
1945,Europe,Greece,GRC,Christianity,Protestant,6684
1950,Europe,Greece,GRC,Christianity,Protestant,7034
1955,Europe,Greece,GRC,Christianity,Protestant,15017
1960,Europe,Greece,GRC,Christianity,Protestant,23000
1965,Europe,Greece,GRC,Christianity,Protestant,30825
1970,Europe,Greece,GRC,Christianity,Protestant,37650
1975,Europe,Greece,GRC,Christianity,Protestant,76475
1980,Europe,Greece,GRC,Christianity,Protestant,94300
1985,Europe,Greece,GRC,Christianity,Protestant,58050
1990,Europe,Greece,GRC,Christianity,Protestant,21800
1995,Europe,Greece,GRC,Christianity,Protestant,0
2000,Europe,Greece,GRC,Christianity,Protestant,78063
2005,Europe,Greece,GRC,Christianity,Protestant,80420
2010,Europe,Greece,GRC,Christianity,Protestant,81979
1960,Europe,Cyprus,CYP,Christianity,Protestant,0
1965,Europe,Cyprus,CYP,Christianity,Protestant,0
1970,Europe,Cyprus,CYP,Christianity,Protestant,3086
1975,Europe,Cyprus,CYP,Christianity,Protestant,5133
1980,Europe,Cyprus,CYP,Christianity,Protestant,7150
1985,Europe,Cyprus,CYP,Christianity,Protestant,5465
1990,Europe,Cyprus,CYP,Christianity,Protestant,3750
1995,Europe,Cyprus,CYP,Christianity,Protestant,3690
2000,Europe,Cyprus,CYP,Christianity,Protestant,0
2005,Europe,Cyprus,CYP,Christianity,Protestant,0
2010,Europe,Cyprus,CYP,Christianity,Protestant,0
1945,Europe,Bulgaria,BUL,Christianity,Protestant,7789
1950,Europe,Bulgaria,BUL,Christianity,Protestant,15271
1955,Europe,Bulgaria,BUL,Christianity,Protestant,23607
1960,Europe,Bulgaria,BUL,Christianity,Protestant,45243
1965,Europe,Bulgaria,BUL,Christianity,Protestant,56878
1970,Europe,Bulgaria,BUL,Christianity,Protestant,84900
1975,Europe,Bulgaria,BUL,Christianity,Protestant,61607
1980,Europe,Bulgaria,BUL,Christianity,Protestant,58000
1985,Europe,Bulgaria,BUL,Christianity,Protestant,53000
1990,Europe,Bulgaria,BUL,Christianity,Protestant,80000
1995,Europe,Bulgaria,BUL,Christianity,Protestant,45872
2000,Europe,Bulgaria,BUL,Christianity,Protestant,0
2005,Europe,Bulgaria,BUL,Christianity,Protestant,21000
2010,Europe,Bulgaria,BUL,Christianity,Protestant,42000
1995,Europe,Moldova,MLD,Christianity,Protestant,78800
